TV_MONDAY,TV_TUESDAY,TV_WEDNESDAY,TV_THURSDAY,TV_FRIDAY,TV_SATURDAY,TV_SUNDAY,TOTAL_CONV
0.0,0.0,0.0,0.0,0.0,0.0,0.68,1
0.24,1.45,0.34,0.48,0.0,0.24,0.12,1
0.49,0.0,0.0,0.0,1.4,0.0,0.0,1
2.38,0.0,0.0,0.0,0.0,0.0,0.0,1
0.24,5.25,2.29,0.61,3.11,0.38,2.18,1
0.0,0.0,0.0,0.0,0.0,0.0,1.4,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.36,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.9,0.98,0.55,0.34,0.6,1.26,0.0,1
0.08,0.0,0.0,0.94,0.7,0.08,0.0,1
0.0,0.28,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.48,0.24,0.0,0.0,1
0.0,0.0,0.0,0.0,3.86,0.6,0.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.46,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.17,0.0,0.0,0.0,0.0,0.48,0.0,1
0.0,0.0,0.0,0.44,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.1,0.0,0.0,1
0.0,0.0,0.0,0.0,1.34,0.0,0.0,1
1.36,0.0,0.0,0.0,2.68,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,0.0,1.0,0.0,0.0,1.51,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.2,5.99,8.32,5.18,5.88,0.84,1
0.12,1.0,3.4,0.34,0.0,0.24,0.24,1
0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.18,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.24,0.0,0.0,0.0,0.0,1.02,1
0.0,0.24,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.49,1
2.08,1.49,0.46,1.5,6.01,1.9,16.93,1
0.0,0.0,0.0,0.0,0.56,0.81,0.65,1
0.0,0.0,0.0,0.0,0.0,0.7,1.0,1
0.0,0.0,0.34,0.49,0.0,0.0,4.0,1
0.0,0.49,0.0,0.0,0.0,0.96,0.0,1
0.0,0.52,0.0,0.0,0.0,0.0,0.21,1
0.0,1.53,0.0,0.51,0.0,0.66,0.0,1
8.01,3.98,3.36,2.04,1.39,4.8,5.39,1
0.0,0.0,0.0,0.0,0.0,0.0,3.06,1
0.54,0.0,0.0,0.0,0.0,0.0,0.0,1
0.34,0.24,0.0,0.55,1.09,0.98,1.47,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.17,0.0,2
0.0,3.21,10.32,1.46,1.3,0.0,2.14,1
0.17,0.58,0.0,0.0,0.0,1.02,1.02,1
0.0,0.49,0.0,0.0,0.0,0.0,0.0,1
0.7,0.0,0.0,0.0,0.0,0.0,1.4,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.34,0.72,2
0.0,0.0,1.25,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7,7.76,7.71,5.27,0.0,6.2,2.91,1
0.0,0.0,0.0,0.0,0.0,0.32,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,5.36,6.22,1.57,1.23,1.17,0.0,1
0.0,0.0,0.0,1.0,0.0,0.17,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.36,0.24,0.36,1.26,0.0,0.0,1
0.0,0.0,0.06,0.0,0.0,0.34,0.06,1
1.98,0.0,0.0,0.0,0.0,0.0,0.0,1
0.98,0.0,0.0,0.0,1.04,4.47,5.21,1
0.08,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.76,0.0,0.58,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.74,7.45,0.95,4.92,7.64,4.2,2.72,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,0.0,1.12,0.57,0.49,1.29,1.57,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.68,0.0,0.0,0.0,0.0,1
0.0,1.82,0.0,0.0,1.0,0.17,0.0,1
0.0,0.7,0.0,5.0,0.0,0.0,4.0,1
1.26,0.34,0.0,0.58,0.0,1.02,0.98,1
0.0,0.0,0.0,0.0,0.12,0.12,0.0,1
0.0,0.0,0.7,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.22,0.0,0.0,0.0,1.47,2.66,0.0,1
1.17,2.8,0.0,0.17,0.24,4.75,2.23,1
0.0,0.0,0.0,0.0,0.0,0.08,1.4,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.72,0.0,1.47,0.0,0.0,0.0,0.34,1
0.24,0.0,0.0,0.0,0.0,0.0,1.02,1
0.0,0.0,0.06,0.0,0.08,0.0,0.06,1
2.0,0.0,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.49,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.16,0.0,1
1.0,0.7,3.57,0.0,1.0,6.8,0.0,1
2.88,6.37,2.27,2.0,5.92,1.88,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.49,1
0.0,0.0,0.04,0.0,0.0,0.0,0.0,1
0.0,0.24,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,1.0,0.0,0.0,0.0,0.7,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,2.12,0.0,0.0,0.0,1.12,1
0.0,2.34,0.0,0.0,0.17,0.17,0.0,1
1.47,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.02,0.34,0.0,1
0.0,0.12,0.0,0.0,0.0,0.12,0.0,1
0.0,0.0,2.23,0.0,0.0,0.0,1.19,1
0.0,0.0,0.0,0.0,0.0,0.0,0.68,1
0.17,0.0,1.36,0.0,0.0,0.0,0.0,1
0.0,0.0,0.11,0.0,0.0,0.0,0.12,1
0.0,0.0,0.0,0.0,0.0,0.49,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.08,2.63,0.0,0.06,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,4.0,2.0,4.0,2
0.0,0.0,0.0,0.0,0.0,0.34,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,1.19,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,1.24,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.94,2.8,0.16,2
0.0,0.0,0.7,0.0,1.47,1.0,0.0,1
0.0,0.68,0.0,0.0,1.55,8.37,0.0,1
1.0,1.0,1.49,2.0,3.1,3.8,1.0,1
0.0,0.0,0.0,0.0,0.06,1.7,0.0,1
2.56,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.4,0.0,1.0,3.0,1
0.0,14.34,0.0,7.0,4.19,6.57,13.23,3
0.49,0.0,0.0,0.0,0.0,0.0,0.0,1
0.17,0.17,0.12,0.0,0.0,0.86,0.24,1
0.0,1.4,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.94,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.98,1
0.48,0.0,0.0,0.0,0.36,0.0,0.96,1
0.0,0.0,0.0,0.0,0.0,0.49,0.0,1
0.0,0.0,0.0,0.0,0.0,0.58,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.0,1.19,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2.4,6.76,1.12,3.2,6.07,0.73,0.49,2
0.0,5.6,2.1,0.0,0.0,0.0,0.0,2
0.0,0.04,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.83,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.36,2.15,10.41,11.26,5.89,0.0,2
0.0,0.0,0.0,0.0,0.0,0.7,4.0,1
6.05,7.82,8.92,10.82,6.77,29.04,14.44,1
0.0,0.0,0.0,0.08,0.08,0.34,0.98,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,5.7,0.0,0.0,2.7,0.0,1
0.0,1.0,1.17,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
0.0,0.0,0.0,0.0,0.0,0.68,0.0,2
0.0,0.0,0.0,0.0,0.55,0.34,0.03,2
0.0,0.0,0.0,0.0,0.0,0.17,0.0,1
0.12,0.3,0.0,0.0,0.0,0.0,0.06,1
0.24,0.0,0.0,0.0,0.12,0.0,1.32,1
1.96,2.1,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.51,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,2.75,0.0,1.14,1.1,0.0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5.78,16.28,5.89,6.22,25.92,1.68,3.36,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.0,1.4,0.0,2
0.49,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,10.09,0.0,4.08,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.12,0.12,0.0,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.49,0.49,1.24,0.0,1
0.0,0.0,0.12,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.17,1
1.4,0.0,0.0,5.47,0.7,0.0,0.0,1
2.88,0.0,0.0,0.0,1.6,0.0,0.0,2
1.02,0.49,0.0,1.47,0.0,0.49,2.2,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.24,0.0,0.24,2.0,0.0,0.0,0.0,1
0.34,0.34,0.0,0.0,0.0,0.0,0.0,1
0.0,2.1,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,3.18,3.34,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
1.82,0.42,5.64,2.31,1.34,0.34,4.92,2
0.0,0.0,0.34,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.17,0.17,0.0,1.4,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,3.48,0.0,0.0,1
0.0,0.0,0.0,0.0,1.83,2.56,2.98,1
0.2,0.73,0.72,1.0,1.56,0.36,0.0,1
0.0,0.0,1.0,0.49,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,2.83,1.48,2
0.98,2.38,1.4,1.89,1.68,0.0,1.4,1
0.0,0.0,0.0,0.0,1.76,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.12,0.34,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.98,2
0.0,1.0,0.0,7.7,0.0,0.0,0.0,1
0.0,0.0,0.0,0.12,0.0,0.0,0.0,2
1.0,0.0,2.27,0.68,0.12,2.34,0.72,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.92,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,435
0.0,5.7,0.7,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.49,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,2.21,0.0,1
0.0,0.0,0.0,0.0,0.0,2.08,0.0,1
0.0,0.0,0.0,0.0,0.08,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.24,0.0,0.68,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,2.49,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.34,0.0,0.0,2
1.4,0.0,0.0,0.0,0.0,0.0,0.98,1
0.0,0.0,0.0,0.0,0.0,0.0,0.83,1
0.0,0.0,0.06,0.0,0.03,0.0,0.0,1
0.34,1.1,0.8,0.68,0.03,0.12,0.0,1
0.0,0.0,0.0,0.0,0.0,0.49,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.98,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.16,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.16,0.08,0.24,1
0.24,1.4,1.1,4.2,0.28,0.0,0.12,1
0.49,0.0,0.0,0.0,0.68,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.77,0.0,0.0,0.0,0.0,18.02,3.65,1
3.4,0.0,0.0,1.19,0.0,0.0,0.0,1
0.49,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.85,0.0,0.0,0.0,0.0,2
0.0,0.0,0.16,0.0,0.0,0.0,0.0,2
0.0,4.51,0.0,1.19,0.49,2.38,2.1,1
0.0,0.24,0.0,0.0,0.17,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.08,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1.4,1
0.0,0.0,0.0,0.0,0.0,0.7,0.87,1
0.34,0.0,0.0,0.34,0.17,0.0,0.49,1
3.1,3.54,1.04,1.75,0.94,2.98,5.06,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.48,1
0.0,4.0,0.0,0.0,0.0,0.34,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.28,0.0,0.06,0.24,0.0,0.04,3
2.62,0.0,0.0,0.0,0.0,0.0,0.72,1
3.88,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.24,0.0,0.24,1
0.0,0.0,0.0,0.7,1.96,0.08,1.31,1
0.0,0.0,0.08,0.08,0.0,0.0,0.7,1
2.12,1.12,0.0,0.0,0.98,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.08,0.51,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
0.34,1.52,0.0,0.0,0.0,0.98,0.49,1
0.0,0.49,0.98,0.0,0.0,0.0,1.96,1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.42,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.24,0.0,1
0.0,0.0,0.0,0.0,1.4,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.06,1
0.0,0.0,0.7,4.4,4.1,0.0,0.0,1
0.0,0.49,0.0,0.0,0.0,0.0,0.0,1
0.0,2.76,0.0,0.0,0.0,11.19,2.74,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.34,0.0,0.0,0.0,0.0,0.0,0.34,1
0.98,0.0,0.0,0.0,0.24,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08,0.0,1.87,0.0,0.06,0.12,0.0,1
0.0,0.0,0.34,0.0,0.0,0.0,0.0,1
0.0,9.68,2.29,0.4,0.0,0.0,0.0,1
1.02,0.55,1.76,1.36,2.45,0.08,0.16,1
0.0,0.36,2.46,1.93,0.82,1.34,0.6,1
0.0,0.0,0.74,0.0,0.0,0.0,0.0,1
2.0,0.0,0.0,0.24,0.48,0.48,0.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
0.55,1.02,0.68,0.08,0.0,0.0,0.68,1
0.0,0.0,0.0,0.0,0.7,0.0,0.34,1
5.16,0.0,0.0,0.0,0.0,0.0,2.19,1
0.0,0.0,0.0,0.0,0.0,0.0,2.08,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,1.86,0.49,1
0.0,1.19,0.0,0.0,0.0,3.7,1.7,2
0.16,0.0,0.0,0.0,0.18,2.1,0.2,1
0.0,0.0,0.0,0.0,0.0,0.0,0.12,1
0.34,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.24,1
0.2,0.0,1.4,0.28,0.06,0.0,0.22,1
2.37,0.0,0.0,0.34,1.24,0.0,5.04,1
2.8,0.49,0.0,0.0,0.0,0.98,3.96,1
0.0,0.0,0.0,0.0,0.0,0.17,0.0,1
0.0,0.0,0.0,0.0,0.7,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.04,0.0,0.0,0.0,0.08,0.0,1
0.0,0.0,0.34,0.6,0.53,0.24,18.38,1
2.8,0.7,1.19,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1.4,0.0,1
0.0,0.0,0.2,0.0,0.0,0.08,5.29,1
0.0,0.0,0.0,0.34,0.0,0.0,0.0,1
0.0,0.58,0.24,0.24,0.68,0.0,0.0,1
0.0,0.0,0.0,0.0,0.7,1.0,1.4,1
1.17,0.83,0.0,0.0,0.0,0.0,0.0,1
0.24,0.0,0.0,0.17,0.51,0.0,0.68,1
0.7,0.0,0.0,0.0,1.0,0.0,0.0,1
2.0,2.0,2.0,1.0,5.0,0.0,0.0,1
1.47,2.69,5.28,2.38,1.96,3.28,3.1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.58,1.49,0.0,0.0,0.0,0.0,0.87,1
0.0,0.0,0.0,0.0,0.0,0.12,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.51,1
0.0,0.0,2.48,0.82,2.48,0.0,0.0,1
0.0,0.51,0.51,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.06,0.0,0.06,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,3.12,2
0.17,2.12,0.0,0.24,3.2,4.74,0.0,1
0.0,0.0,0.0,0.0,0.0,0.92,0.24,1
0.0,0.0,0.0,0.0,0.0,0.0,0.48,1
0.0,0.0,0.0,0.0,0.7,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.12,2.38,1
4.75,1.47,2.28,1.8,2.35,1.38,4.75,1
0.0,0.0,0.0,0.0,0.0,0.18,0.0,1
0.0,0.0,0.0,0.0,4.27,9.77,0.36,1
0.0,2.34,0.0,0.0,0.0,2.61,3.18,1
0.0,0.0,0.0,0.7,0.7,5.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.48,0.0,1
0.0,0.0,0.0,0.0,0.0,0.12,0.0,2
0.0,0.0,0.0,2.0,0.0,0.7,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7,0.0,1.65,0.16,0.0,0.17,0.0,1
0.0,1.7,0.0,2.72,0.0,3.59,4.59,1
0.0,0.0,0.0,0.0,0.0,1.44,0.0,1
4.39,0.0,0.12,0.0,0.98,2.4,0.0,1
0.0,0.0,0.0,0.0,0.0,1.2,0.0,1
0.98,1.19,1.04,1.32,1.66,4.85,1.96,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.49,1.86,0.76,0.0,0.49,6.65,0.86,1
0.98,0.0,0.0,0.0,0.0,2.49,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.03,1
1.22,1.24,0.0,2.09,0.0,1.29,1.48,1
0.0,0.0,0.0,0.0,0.0,1.36,0.0,2
1.81,0.72,0.0,0.0,0.48,0.0,0.92,1
0.24,0.24,0.17,0.0,0.0,0.58,0.0,1
15.22,0.0,0.0,0.0,2.49,4.0,7.6,1
0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.7,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.12,0.0,1
1.37,0.0,0.0,2.8,2.12,0.12,3.32,1
0.0,5.12,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.08,0.16,0.0,1
0.0,0.49,1.66,0.49,2.09,4.09,0.24,1
0.0,0.0,0.0,0.0,0.0,0.98,5.0,1
0.0,0.08,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,4.41,0.0,0.98,1
0.0,0.98,0.08,0.98,0.0,0.0,2.26,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.34,0.0,1
0.0,0.24,0.0,0.24,0.0,14.0,14.0,1
1.47,1.19,0.0,0.98,0.98,0.0,0.49,1
0.0,0.0,0.0,0.0,0.0,0.25,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.32,2
0.0,0.0,0.0,0.0,0.0,0.17,0.68,1
1.28,0.34,0.24,0.24,0.24,0.29,1.69,1
2.38,8.89,2.59,12.53,16.48,1.4,1.7,1
0.0,0.0,0.0,0.0,0.0,0.98,0.68,1
0.0,0.0,0.0,0.49,0.24,1.68,0.0,1
0.0,0.0,0.0,0.98,0.0,0.0,0.0,1
0.0,0.0,4.29,0.0,0.0,1.04,6.14,1
0.0,0.34,0.06,0.0,0.0,0.12,0.0,1
0.0,0.0,1.4,0.0,0.18,0.6,0.33,1
0.0,0.0,0.0,0.0,0.0,0.0,0.68,1
0.94,0.49,1.34,1.34,2.42,0.0,2.41,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,3.0,0.0,0.0,0.0,0.0,0.0,1
1.2,0.48,0.0,0.24,0.0,0.0,0.0,1
0.0,3.0,0.0,0.24,0.34,0.0,0.0,1
0.0,1.66,0.0,0.0,0.14,0.0,0.0,1
0.0,0.0,0.0,0.0,0.06,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.55,1
0.0,1.0,2.82,2.47,4.35,9.16,3.04,1
0.0,0.0,0.0,0.24,2.25,0.12,0.0,1
0.0,0.0,0.0,0.0,1.44,1.68,0.0,1
0.0,0.0,0.0,0.49,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.68,1
1.83,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.24,0.0,0.0,1
0.0,0.0,0.7,0.0,0.0,0.0,0.0,2
0.0,0.24,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.24,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
1.36,2.57,0.0,0.0,1.74,1.41,1.16,1
0.0,0.0,0.0,0.16,0.24,0.41,0.08,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.17,1
0.24,0.0,0.72,0.24,0.0,0.34,0.24,1
0.55,0.55,0.0,2.28,2.65,0.98,0.0,1
0.17,0.24,0.0,0.0,0.0,0.8,0.51,1
0.0,0.94,0.0,1.88,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,5.36,5.62,1
0.0,0.7,0.7,4.7,0.0,2.0,3.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.7,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
0.82,0.0,3.03,0.0,1.39,6.79,4.92,1
0.0,0.0,0.0,0.0,0.0,0.0,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.17,0.0,1.53,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08,0.0,0.0,0.0,0.0,0.04,0.68,1
4.41,0.0,0.0,0.14,0.11,2.64,0.44,1
0.0,0.0,0.0,0.0,0.08,0.0,0.0,1
3.59,0.0,0.0,0.0,0.0,0.0,0.0,1
1.06,0.0,0.0,0.0,0.49,0.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1.22,1
0.0,1.61,1.4,1.1,0.82,1.79,0.87,1
0.0,0.0,4.0,2.0,3.43,1.49,0.0,2
0.0,0.7,0.0,0.0,0.0,0.0,0.0,1
0.51,0.0,0.0,0.0,0.0,0.0,0.98,1
0.0,0.0,0.49,0.0,0.0,0.49,0.0,2
0.0,0.72,0.85,1.16,0.0,0.0,0.17,1
0.0,0.49,3.0,3.0,0.0,2.8,3.0,1
0.7,0.0,1.4,0.0,0.53,1.59,4.2,1
0.98,6.31,0.0,0.34,0.0,2.1,8.47,1
0.48,0.0,0.0,0.24,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
0.0,0.0,0.08,0.68,0.0,0.08,0.0,1
0.24,0.24,0.0,0.0,2.15,0.0,0.0,1
0.0,2.0,2.0,3.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.19,2.74,2.28,0.48,2.62,2.53,1.22,1
1.85,0.0,0.34,0.0,0.0,1.96,1.96,1
10.0,0.0,0.0,0.0,2.36,0.24,0.0,1
0.0,0.0,0.0,0.0,0.0,2.1,2.8,1
