TV_PRIMEACCESS,TV_LATEFRINGE,TV_PRIME,TV_DAYTIME,TV_EARLYMORNING,TV_EARLYFRINGE,TV_OVERNIGHT,TOTAL_CONV
5.0,0.0,3.0,31.0,1.0,28.0,0.0,0
0.0,3.0,0.0,3.0,0.0,4.0,0.0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
1.0,0.0,1.0,3.0,0.0,1.0,0.0,0
0.0,18.0,0.0,0.0,1.0,0.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.49,0.0,1
0.0,0.0,2.0,2.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
0.0,0.0,3.0,5.0,0.0,3.0,0.0,0
0.0,0.0,0.0,3.0,0.0,1.0,0.0,0
1.0,2.0,9.0,4.0,1.0,2.0,1.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,0
1.0,0.0,0.0,1.0,0.0,5.0,0.0,0
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,5.0,0.0,1.0,0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
1.0,3.0,8.0,18.0,17.0,5.0,13.0,0
0.0,0.0,0.0,9.0,9.0,2.0,11.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,3.0,2.0,0.0,0.0,0.0,0
0.0,4.0,3.0,4.0,2.0,0.0,3.0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2.0,3.0,13.0,10.0,0.0,10.0,0.0,0
0.0,0.0,0.0,5.0,11.0,4.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,2.0,0
2.0,1.0,3.0,4.0,1.0,6.0,4.0,0
0.0,2.0,5.0,0.0,0.0,8.0,0.0,0
0.0,2.0,0.0,0.0,3.0,0.0,0.0,0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.1,0.0,0.0,0.0,1
2.0,14.0,4.0,6.0,0.0,7.0,0.0,0
0.0,1.0,5.0,2.0,0.0,0.0,0.0,0
0.0,0.0,0.0,5.0,0.0,3.0,0.0,0
3.0,4.0,8.0,4.0,0.0,12.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,3.0,0.0,5.0,0.0,0
0.0,0.0,0.0,2.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,2.0,5.0,0.0,1.0,1.0,0
2.0,0.0,1.0,0.0,0.0,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,0.0,0.0,4.0,0.0,0.0,0
0.0,0.34,0.0,0.72,0.0,0.0,0.0,2
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0.0,1.25,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
1.0,0.0,3.0,1.0,4.0,5.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,0.0,3.0,0.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,2.0,5.0,0.0,1.0,0.0,0
0.0,0.0,0.0,5.0,1.0,1.0,1.0,0
0.0,19.0,0.0,2.0,1.0,2.0,20.0,0
3.7,6.37,16.32,0.7,1.4,2.06,0.0,1
0.0,0.0,0.0,2.0,2.0,0.0,1.0,0
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.32,1
0.0,2.0,0.0,4.0,0.0,0.0,0.0,0
0.0,3.0,3.0,0.0,0.0,0.0,0.0,0
2.0,0.0,1.0,5.0,0.0,2.0,0.0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,3.0,1.0,6.0,2.0,1.0,4.0,0
1.0,18.0,9.0,4.0,0.0,3.0,0.0,0
0.0,1.0,1.0,5.0,0.0,1.0,0.0,0
1.0,5.0,6.0,8.0,2.0,5.0,6.0,0
0.0,0.0,6.0,21.0,7.0,6.0,0.0,0
0.0,25.0,0.0,0.0,1.0,0.0,4.0,0
1.0,0.0,0.0,0.0,0.0,4.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,0.0,0.0,0.0,0.0,4.0,0
0.0,13.0,0.0,0.0,1.0,0.0,7.0,0
0.0,3.0,1.0,0.0,1.0,0.0,10.0,0
1.0,0.0,4.0,0.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,0.0,0.0,0.0,0.0,16.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,6.0,0.0,4.0,0.0,0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
0.0,2.0,0.0,2.0,0.0,0.0,0.0,0
2.0,3.05,5.36,2.28,0.0,2.16,0.7,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,3.0,0.0,0.0,11.0,2.0,0
0.0,0.0,0.0,0.17,0.0,1.0,0.0,1
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,2.0,0.0,2.0,0.0,0
0.0,3.0,3.0,3.0,0.0,0.0,0.0,0
0.0,3.0,5.0,6.0,1.0,5.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,3.0,0.0,0.0,0.0,0.0,4.0,0
1.0,0.0,7.0,3.0,0.0,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,7.0,19.0,11.0,0.0,10.0,0.0,0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.6,0.56,0.0,0.06,0.0,1.0,1
0.0,2.0,3.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,6.0,2.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0.0,4.0,0.0,0
1.0,49.0,4.0,3.0,4.0,2.0,5.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.0,8.0,0.0,0
1.0,0.0,4.0,2.0,0.0,2.0,0.0,0
0.0,0.0,0.0,6.0,3.0,0.0,0.0,0
0.06,0.34,0.0,0.06,0.0,0.0,0.0,1
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
1.0,0.0,2.0,4.0,7.0,6.0,0.0,0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.98,0.0,1
2.0,0.0,2.0,1.0,4.0,0.0,0.0,0
0.0,2.0,3.0,3.0,5.0,4.0,2.0,0
0.0,11.0,6.0,2.0,0.0,1.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,10.0,5.0,6.0,0.0,0
0.49,0.0,1.1,5.59,0.0,4.52,0.0,1
0.0,1.0,3.0,0.0,6.0,2.0,3.0,0
0.0,0.0,2.0,0.0,0.0,0.0,5.0,0
0.0,1.0,1.0,3.0,0.0,1.0,0.0,0
4.0,0.0,11.0,27.0,2.0,25.0,0.0,0
0.0,0.0,0.08,0.0,0.0,0.0,0.0,1
0.83,0.0,0.0,0.0,0.0,1.41,0.1,1
1.0,0.0,1.0,2.0,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,1.0,0.0,5.0,0.0,0
0.0,0.0,0.0,1.0,0.0,3.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0.0,1.0,8.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,10.0,1.0,2.0,2.0,5.0,23.0,0
1.0,0.0,2.0,1.0,1.0,0.0,1.0,0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
0.0,0.73,8.66,7.7,4.49,13.04,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,20.0,28.0,1.0,2.0,0.0,0.0,0
2.0,0.0,4.0,2.0,0.0,0.0,0.0,0
0.0,2.0,6.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
1.0,0.0,4.0,4.0,5.0,5.0,0.0,0
0.0,8.0,0.0,0.0,0.0,0.0,5.0,0
0.0,0.0,0.7,4.34,1.0,0.0,0.0,2
0.0,5.0,4.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,10.0,0.0,0.0,3.0,0
0.0,0.0,1.0,8.0,0.0,14.0,0.0,0
1.0,0.0,8.0,4.0,0.0,7.0,0.0,0
1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
2.0,0.0,3.0,4.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.68,0.0,0.0,1
0.0,1.0,1.99,0.0,0.0,0.0,0.0,1
0.0,0.0,2.0,1.0,2.0,0.0,0.0,0
0.0,3.0,1.0,0.0,0.0,0.0,1.0,0
0.7,0.0,5.0,4.0,0.0,0.0,0.0,1
4.0,6.0,7.0,16.0,0.0,26.0,1.0,0
1.0,0.0,0.0,14.0,2.0,3.0,0.0,0
0.0,8.0,2.0,1.0,1.0,0.0,1.0,0
0.0,7.0,0.0,2.0,0.0,1.0,5.0,0
0.0,2.0,0.0,2.0,2.0,0.0,0.0,0
0.0,0.0,0.0,2.0,13.0,1.0,0.0,0
0.0,2.0,7.0,0.0,0.0,5.0,0.0,0
0.0,5.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,8.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,1.0,4.0,3.0,3.0,0
1.0,2.0,3.0,3.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.85,0.49,1.84,0.0,1
0.0,8.0,3.0,3.0,0.0,7.0,4.0,0
0.0,0.0,0.0,5.0,0.0,8.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,2.0,0.0,8.0,3.0,4.0,5.0,0
1.0,1.0,1.0,0.0,9.0,0.0,2.0,0
1.0,0.0,2.0,4.0,0.0,4.0,0.0,0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
1.0,0.0,7.0,15.0,13.0,19.0,0.0,0
0.0,2.0,1.0,0.0,0.0,2.0,0.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,7.0,0.0,2.0,0.0,0
0.0,2.0,3.0,0.0,0.0,0.0,0.0,0
0.0,4.0,4.0,1.0,1.0,1.0,0.0,0
0.0,0.12,0.0,0.0,0.0,0.12,0.0,1
0.0,0.7,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,1.0,4.0,0.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,1.0,1.0,11.0,3.0,15.0,1.0,0
3.0,9.0,17.0,15.0,0.0,16.0,0.0,0
1.0,0.0,0.0,25.0,2.0,3.0,0.0,0
0.0,0.0,3.0,1.0,0.0,0.0,0.0,0
0.0,2.52,6.25,0.35,3.23,0.0,0.0,1
1.0,3.0,1.0,6.0,0.0,3.0,0.0,0
0.0,14.0,6.0,0.0,0.0,0.0,0.0,0
1.04,2.06,1.0,2.0,0.0,4.68,0.58,1
0.0,14.0,18.0,0.0,5.0,0.0,5.0,0
0.0,4.0,3.0,0.0,0.0,1.0,0.0,0
1.0,8.0,4.0,5.0,2.0,6.0,4.0,0
0.0,0.0,0.0,22.0,0.0,11.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.48,0.0,1
1.0,0.0,2.0,3.0,0.0,1.0,0.0,0
0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
1.0,0.0,1.0,12.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,5.0,5.0,2.0,0.0,0.0,0.0,0
4.0,2.0,9.0,4.0,0.0,11.0,0.0,0
0.0,0.0,0.98,0.72,0.0,0.83,0.0,1
0.0,3.0,0.0,4.0,7.0,3.0,1.0,0
0.0,2.0,3.0,0.0,0.0,3.0,0.0,0
0.0,3.0,0.0,3.0,0.0,0.0,0.0,0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,5.0,1.0,2.0,0.0,0
0.0,0.0,0.0,10.0,0.0,4.0,0.0,0
7.0,1.0,11.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
1.0,0.0,7.0,0.0,0.0,12.0,0.0,0
0.0,0.0,0.0,9.0,4.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1.0,4.0,10.0,1.0,0.0,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,2.0,2.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.0,2.0,0.0,7.0,0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,9.0,0.0,16.0,0.0,0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,8.0,7.0,8.0,0.0,4.0,7.0,0
0.0,9.0,0.0,0.0,1.0,0.0,15.0,0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
0.0,1.0,6.0,0.0,0.0,2.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
2.0,4.0,3.0,2.0,0.0,1.0,13.0,0
0.0,0.0,0.0,0.68,0.34,0.24,0.0,1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
4.0,0.0,8.0,4.0,2.0,9.0,0.0,0
1.0,12.0,7.0,1.0,41.0,5.0,8.0,0
0.0,3.0,0.0,1.0,0.0,0.0,14.0,0
3.0,1.0,1.0,1.0,0.0,0.0,4.0,0
0.0,0.0,3.0,1.0,0.0,2.0,6.0,0
0.0,1.0,0.0,6.0,3.0,3.0,0.0,0
0.0,0.0,1.0,7.0,2.0,5.0,0.0,0
0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,7.0,2.0,18.0,1.0,3.0,0.0,0
0.0,4.0,7.0,6.0,0.0,5.0,0.0,0
0.0,0.0,0.0,3.0,0.0,4.0,0.0,0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
0.0,0.0,2.0,0.0,0.0,5.0,0.0,0
2.0,0.0,13.0,6.0,0.0,6.0,0.0,0
0.0,1.0,2.0,4.0,5.0,2.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.06,0.06,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,4.0,0.0,0
0.0,2.0,2.0,2.0,0.0,0.0,0.0,1
0.0,4.0,4.0,1.0,4.0,0.0,0.0,0
0.0,4.0,2.0,0.0,0.0,0.0,5.0,0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0
0.0,6.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,7.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.49,0.0,1
0.0,0.08,0.08,0.0,0.0,0.0,0.0,1
0.0,9.69,3.38,0.0,0.0,0.0,0.0,1
2.0,0.0,11.0,0.0,0.0,6.0,0.0,0
0.0,0.0,1.0,1.0,7.0,1.0,0.0,0
1.0,4.0,1.0,3.0,7.0,0.0,6.0,0
2.0,7.0,26.0,8.0,0.0,3.0,0.0,0
1.0,0.0,1.0,1.0,0.0,4.0,0.0,0
2.0,17.0,40.0,4.0,2.0,13.0,0.0,0
0.0,1.0,0.0,1.0,7.0,3.0,2.0,0
0.0,0.0,4.0,2.0,1.0,0.0,0.0,0
1.55,0.0,2.94,0.0,0.0,16.83,0.0,1
0.0,0.49,0.0,0.0,0.0,0.0,0.0,1
6.0,7.0,12.0,15.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.04,1
0.0,1.0,6.0,10.0,2.0,2.0,0.0,0
0.0,0.0,1.0,11.0,13.0,2.0,0.0,0
0.0,4.0,0.0,0.0,0.0,1.0,2.0,0
0.0,3.0,7.0,3.0,0.0,2.0,0.0,0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
1.0,0.0,0.0,6.0,0.0,2.0,0.0,0
2.0,2.0,3.0,1.0,0.0,6.0,3.0,0
0.0,2.0,0.0,0.0,0.0,3.0,1.0,0
0.0,0.0,0.0,4.0,0.0,2.0,0.0,0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,3.0,6.0,3.0,3.0,0
0.0,10.0,3.0,1.0,8.0,0.0,8.0,0
0.0,0.0,0.0,1.0,2.0,4.0,0.0,0
0.0,1.0,3.0,0.0,0.0,4.0,3.0,0
4.0,3.0,13.0,10.0,2.0,18.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,752
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,4.0,3.0,1.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2.0,3.0,6.0,31.0,0.0,43.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,2.0,0.0,0
0.0,1.0,2.0,4.0,0.0,9.0,0.0,0
1.0,0.0,2.0,2.0,0.0,10.0,0.0,0
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.24,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0.0,2.0,0.0,0
0.0,12.0,0.0,5.0,6.0,3.0,10.0,0
0.0,1.0,3.0,1.0,4.0,4.0,0.0,0
0.0,0.0,0.0,8.0,0.0,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,1.7,0.0,1
0.0,0.0,0.0,2.0,0.0,4.0,0.0,0
1.0,0.0,1.0,2.0,0.0,0.0,0.0,0
0.0,0.0,3.0,0.0,8.0,0.0,0.0,0
0.0,2.0,4.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0.0,0.0,3.0,12.0,1.0,1.0,0.0,0
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,5.0,1.0,2.0,0.0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2.0,0.0,0.0,3.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
1.0,4.0,6.0,0.0,0.0,2.0,0.0,0
0.0,3.0,1.0,0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
0.0,2.0,1.0,1.0,8.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,3.0,0.0,0.0,0.0,0.0,15.0,0
0.0,0.0,0.0,5.0,1.0,1.0,0.0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
1.0,4.0,17.0,0.0,0.0,1.0,0.0,0
0.0,5.0,0.0,3.0,0.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,0.0,0.0,1.0,2.0,1.0,0.0,0
3.0,2.0,5.0,0.0,0.0,2.0,0.0,0
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
0.0,3.0,1.0,0.0,0.0,2.0,0.0,0
1.0,3.0,1.0,7.0,1.0,2.0,0.0,0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
1.0,0.0,0.0,5.0,2.0,2.0,0.0,0
0.0,0.0,0.0,2.34,0.9,0.0,0.0,1
0.0,15.0,0.0,0.0,0.0,0.0,1.0,0
0.0,3.0,4.0,6.0,7.0,0.0,3.0,0
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
0.0,8.0,0.0,2.0,3.0,1.0,0.0,0
1.0,6.0,2.0,1.0,0.0,2.0,0.0,0
0.0,0.0,0.0,4.0,1.0,0.0,0.0,0
0.0,0.0,0.0,2.0,1.0,2.0,0.0,0
0.0,1.86,0.0,0.0,0.0,0.0,0.82,1
0.0,0.0,0.0,1.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
0.0,0.0,2.0,0.0,0.0,7.0,0.0,0
0.0,0.0,11.0,4.0,0.0,11.0,0.0,0
0.0,12.0,0.0,3.0,0.0,3.0,0.0,0
0.0,5.0,1.0,1.0,1.0,1.0,1.0,0
0.0,1.0,0.0,1.0,0.0,2.0,0.0,0
2.0,1.0,5.0,0.0,0.0,5.0,3.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,9.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.0,0
1.0,0.0,0.0,7.0,5.0,0.0,0.0,0
0.0,0.0,5.0,1.0,0.0,1.0,0.0,0
3.0,0.0,5.0,2.0,2.0,6.0,0.0,0
0.0,0.49,0.98,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
2.0,0.0,0.0,14.0,1.0,3.0,0.0,0
1.0,0.0,0.0,2.0,1.0,0.0,0.0,0
2.0,0.0,7.0,0.0,1.0,4.0,0.0,0
2.0,4.0,4.0,3.0,1.0,0.0,6.0,0
0.0,4.0,12.0,2.0,0.0,4.0,3.0,0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,0
0.0,5.0,3.0,2.0,0.0,0.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
0.0,10.0,6.0,1.0,0.0,1.0,6.0,0
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0
0.0,0.0,4.0,1.0,4.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,2.0,5.0,2.0,7.0,3.0,0
1.0,0.0,6.0,0.0,2.0,0.0,0.0,0
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,9.0,8.0,0.0,0.0,0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,2.0,1.0,4.0,0.0,0.0,0.0,0
0.0,0.0,3.0,4.0,0.0,0.0,1.0,0
2.0,0.0,0.0,0.0,4.0,8.0,0.0,0
1.0,0.0,0.0,4.0,0.0,2.0,0.0,0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.36,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
0.0,0.0,0.0,1.0,4.0,0.0,0.0,0
0.0,0.0,0.0,2.0,4.0,1.0,0.0,0
0.0,7.0,8.0,0.0,0.0,0.0,2.0,0
1.0,6.0,4.0,12.0,9.0,12.0,9.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,2.0,0.0,0.0,1.0,0.0,0
0.0,0.0,5.0,1.0,0.0,4.0,0.0,0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,0.0,2.0,0.0,8.0,0.0,0
0.0,23.0,7.0,1.0,5.0,4.0,16.0,0
0.0,0.12,0.12,0.0,0.0,0.0,0.0,1
8.0,8.0,19.0,0.0,0.0,3.0,0.0,0
5.0,0.0,5.0,4.0,2.0,13.0,0.0,0
0.0,1.0,0.0,0.0,0.0,1.0,3.0,0
3.0,0.0,1.0,2.0,1.0,3.0,0.0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
0.0,2.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.0,4.0,6.0,2.0,4.0,1.0,0
0.0,1.0,5.0,5.0,8.0,4.0,0.0,0
0.0,0.0,2.23,0.7,0.49,0.0,0.0,1
0.0,0.0,0.0,0.0,0.68,0.0,0.0,1
0.0,0.0,0.0,21.0,0.0,7.0,0.0,0
0.0,2.0,0.0,8.0,0.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0
0.0,2.0,6.0,1.0,0.0,0.0,0.0,0
1.0,4.0,2.0,0.0,2.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,16.0,0.0,9.0,0.0,0
0.0,4.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
5.0,7.0,24.0,1.0,0.0,8.0,0.0,0
0.0,0.0,0.0,0.0,2.0,0.0,2.0,0
1.0,4.0,6.0,2.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,3.0,0.0,0
2.0,1.0,3.0,8.0,2.0,6.0,0.0,0
0.0,7.0,1.0,15.0,1.0,5.0,0.0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.19,0.0,0.34,1
3.0,1.0,9.0,7.0,0.0,15.0,0.0,0
0.0,12.0,4.0,0.0,0.0,0.0,0.0,0
0.0,6.0,0.0,0.0,0.0,0.0,1.0,0
0.0,7.0,0.0,2.0,0.0,3.0,8.0,0
1.0,2.0,0.0,4.0,0.0,6.0,0.0,0
3.0,0.0,8.0,11.0,0.0,14.0,0.0,0
0.0,2.0,2.0,7.0,0.0,1.0,9.0,0
0.0,3.0,0.0,2.0,5.0,1.0,0.0,0
1.0,2.0,3.0,3.0,0.0,2.0,0.0,0
1.0,1.0,2.0,0.0,3.0,1.0,0.0,0
0.0,0.0,0.0,4.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.11,0.0,0.0,0.12,1
0.0,3.0,0.0,2.0,2.0,1.0,0.0,0
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0.0,8.0,0.0,0.0,0.0,0.0,3.0,0
1.0,0.0,1.0,11.0,1.0,4.0,0.0,0
